descriptionlanguage	id	iri
{"code": "sw"}	zw9c9hwh4bgm1nv	http://libris.kb.se/auth/108375
{"code": "sw"}	20dgdqnl31r906q	http://libris.kb.se/auth/111678
{"code": "sw"}	vs686n4d55v83rm	http://libris.kb.se/auth/115872
{"code": "NLT"}	qn242p08293xnv1	http://libris.kb.se/auth/120368
{"code": "sw"}	wt7974vf1903750	http://libris.kb.se/auth/127303
{"code": "Tem"}	fcrtrpgz4qdv522	http://libris.kb.se/auth/128279
{"code": "sw"}	hftwtsr126x8kl3	http://libris.kb.se/auth/129361
{"code": "s we"}	nl0201665f1x99d	http://libris.kb.se/auth/130506
{"code": "sw"}	31fhfgdm4fhj1qr	http://libris.kb.se/auth/131209
{"code": "sw"}	rp35344949tn9wx	http://libris.kb.se/auth/131259
{"code": "sw"}	53hkhkwp4ljspm3	http://libris.kb.se/auth/131601
{"code": "sw"}	qn2424p8277wfxr	http://libris.kb.se/auth/131798
{"code": "sw"}	rp3535q90hgch41	http://libris.kb.se/auth/131799
{"code": "sw"}	xv8b9kjg4tsfl82	http://libris.kb.se/auth/137774
{"code": "sw"}	zw9ccrmh5h999t5	http://libris.kb.se/auth/169335
{"code": "S"}	42gjjxkn52nz831	http://libris.kb.se/auth/170030
{"code": "sw"}	64jll17q1v88bvx	http://libris.kb.se/auth/170572
{"code": "sw"}	tr577qqc1r2b1lr	http://libris.kb.se/auth/172241
{"code": "sw"}	mkz11jq514t9zpr	http://libris.kb.se/auth/172415
{"code": "sw"}	khwz0xz3056jvl5	http://libris.kb.se/auth/212283
{"code": "sw"}	1zcfhksk2p2ddbk	http://libris.kb.se/auth/216227
{"code": "sw"}	64jlnqgq5pt2t6x	http://libris.kb.se/auth/216682
{"@id": "https://id.kb.se/language/swe"}	75kmprnr2bs743k	http://libris.kb.se/auth/216833
{"code": "sw"}	97mprv9t2n88k81	http://libris.kb.se/auth/217345
{"@id": "https://id.kb.se/language/swe"}	sq468flb1n6tpkk	http://libris.kb.se/auth/218950
{"code": "sw"}	fcrtw2hz5pk9l5s	http://libris.kb.se/auth/219209
{"code": "sw"}	qn246dc821mrwfm	http://libris.kb.se/auth/219698
{"code": "sw"}	42gjlssn57cx2n5	http://libris.kb.se/auth/219740
{"code": "sw"}	xv8bdl6g5lbskxl	http://libris.kb.se/auth/220274
{"code": "sw"}	zw9cfm7h31pxdld	http://libris.kb.se/auth/220275
{"code": "sw"}	31fhkscm18bz3zp	http://libris.kb.se/auth/221179
{"code": "sw"}	mkz13b0509w0g6m	http://libris.kb.se/auth/221255
{"code": "sw"}	53hkmvlp25b2v2m	http://libris.kb.se/auth/221331
{"code": "sw"}	53hkmvnp3rf52q9	http://libris.kb.se/auth/221391
{"@id": "https://id.kb.se/language/swe"}	zw9cfphh2jf5449	http://libris.kb.se/auth/221415
{"code": "sw"}	khwz19534lgj6pz	http://libris.kb.se/auth/221463
{"code": "sw"}	jgvx085218ntg14	http://libris.kb.se/auth/221492
{"code": "sw"}	jgvx08b2383txfm	http://libris.kb.se/auth/221642
{"code": "sw"}	pm135fn71p5xw2d	http://libris.kb.se/auth/221797
{"code": "sw"}	42gjlv3n0jdg0dv	http://libris.kb.se/auth/221810
{"code": "sw"}	42gjlv7n0szqr3k	http://libris.kb.se/auth/221930
{"code": "sw"}	xv8bdn5g2lbf1cl	http://libris.kb.se/auth/222044
{"code": "sw"}	nl024dx63zlms7x	http://libris.kb.se/auth/222066
{"code": "sw"}	vs68bl4d43ps87d	http://libris.kb.se/auth/222072
{"code": "sw"}	b8nqs2lv15pzjw6	http://libris.kb.se/auth/222086
{"code": "sw"}	gdsvx7101brckk5	http://libris.kb.se/auth/222330
{"code": "no"}	sq468kcb2n96h44	http://libris.kb.se/auth/222340
{"code": "sw"}	20dgjttl0wv1mvg	http://libris.kb.se/auth/222528
{"code": "sw"}	86lnq11s199b58j	http://libris.kb.se/auth/222534
{"code": "sw"}	dbqsv59x29z8t1g	http://libris.kb.se/auth/222658
{"code": "sw"}	ljx02dp442vqwj1	http://libris.kb.se/auth/223714
{"code": "sw"}	hftwz9q15pw8rxt	http://libris.kb.se/auth/223831
{"code": "sw"}	20dgjwtl06pkc68	http://libris.kb.se/auth/224328
{"code": "sw"}	97mpr42t2hzrfvn	http://libris.kb.se/auth/224335
{"code": "sw"}	qn246kw82lpsrr0	http://libris.kb.se/auth/224678
{"code": "sw"}	qn246kx81crgv3d	http://libris.kb.se/auth/224708
{"@id": "https://id.kb.se/language/swe"}	53hkm0mp0kngd5j	http://libris.kb.se/auth/224961
{"@id": "https://id.kb.se/language/swe"}	c9prt6tw5jcn5rz	http://libris.kb.se/auth/224967
{"@id": "https://id.kb.se/language/swe"}	rp357l8909wf2bt	http://libris.kb.se/auth/224979
{"@id": "https://id.kb.se/language/swe"}	86lnq3rs5glhz1d	http://libris.kb.se/auth/224994
{"@id": "https://id.kb.se/language/swe"}	tr579pcc55skxvr	http://libris.kb.se/auth/225011
{"code": "sw"}	31fhkznm3bv9s16	http://libris.kb.se/auth/225049
{"@id": "https://id.kb.se/language/swe"}	86lnq4ts5mmbjl4	http://libris.kb.se/auth/225054
{"@id": "https://id.kb.se/language/swe"}	c9prt7zw4zv17h1	http://libris.kb.se/auth/225087
{"code": "sw"}	wt79crnf0vzp45x	http://libris.kb.se/auth/225223
{"code": "sw"}	sq468nxb5lh6882	http://libris.kb.se/auth/225550
{"code": "sw"}	xv8bds7g37q0d3q	http://libris.kb.se/auth/225704
{"@id": "https://id.kb.se/language/swe"}	khwz1fw30rcbfpr	http://libris.kb.se/auth/225723
{"@id": "https://id.kb.se/language/swe"}	pm135k170vpfjd8	http://libris.kb.se/auth/225727
{"@id": "https://id.kb.se/language/swe"}	53hkm1hp3j02hk1	http://libris.kb.se/auth/225741
{"@id": "https://id.kb.se/language/swe"}	0xbdgvcj175f0pd	http://libris.kb.se/auth/225766
{"@id": "https://id.kb.se/language/swe"}	xv8bdsbg23ppnkm	http://libris.kb.se/auth/225794
{"@id": "https://id.kb.se/language/swe"}	gdsvxbw03hckwkm	http://libris.kb.se/auth/225810
{"@id": "https://id.kb.se/language/swe"}	42gjl0kn3wqz9kf	http://libris.kb.se/auth/225830
{"@id": "https://id.kb.se/language/swe"}	jgvx0d02085r9ln	http://libris.kb.se/auth/225842
{"@id": "https://id.kb.se/language/swe"}	sq468n8b5shszl1	http://libris.kb.se/auth/225850
{"@id": "https://id.kb.se/language/swe"}	tr579qdc3cjkbsk	http://libris.kb.se/auth/225941
{"code": "sw"}	75kmp4sr291k6f6	http://libris.kb.se/auth/225953
{"code": "sw"}	hftwzd313p7ctwz	http://libris.kb.se/auth/225961
{"@id": "https://id.kb.se/language/swe"}	pm135l971mvqkbq	http://libris.kb.se/auth/225967
{"@id": "https://id.kb.se/language/swe"}	75kmp4tr4sqzj8t	http://libris.kb.se/auth/225983
{"@id": "https://id.kb.se/language/swe"}	gdsvxc5054xhzn3	http://libris.kb.se/auth/226050
{"@id": "https://id.kb.se/language/swe"}	97mpr60t3pzj0d2	http://libris.kb.se/auth/226075
{"@id": "https://id.kb.se/language/swe"}	1zcfhxrk4th4w7b	http://libris.kb.se/auth/226097
{"@id": "https://id.kb.se/language/swe"}	fcrtwb5z583r6qz	http://libris.kb.se/auth/226109
{"@id": "https://id.kb.se/language/swe"}	gdsvxc7032bc30j	http://libris.kb.se/auth/226110
{"@id": "https://id.kb.se/language/swe"}	qn246mh83617q18	http://libris.kb.se/auth/226118
{"code": "sw"}	pm135lh72bzsr74	http://libris.kb.se/auth/226147
{"@id": "https://id.kb.se/language/swe"}	20dgjzvl5hb0mk8	http://libris.kb.se/auth/226158
{"@id": "https://id.kb.se/language/swe"}	pm135lj71rtfwrw	http://libris.kb.se/auth/226177
