https://libris.kb.se/dbqt0pjx39w99p1#it			Acta Alexandrinorum
https://libris.kb.se/42gkr5ln58cx79d#it			Brandans Meerfahrt	Brandan-Legende, Brandanlegende, Brendans Meerfahrt, Brendans Seefahrt, Ein hÁ¼psch und lieplich lesen von dem heiligen herren sant Brandon, was grossen wunder er uff dem meer erfaren hat, Sankt Brandan
lokalt verk			Breviat cronicle	 Breviat cronicle.                                            
https://libris.kb.se/tr5786gc16hk779#it			Broder Rus	Broder Ruus, Broder Ruus, thet är, Brodher Ruuses historia eller chronica, Bruder Rausch
https://libris.kb.se/zw9dkr7h4kx4vj6#it			Bueve de Hanstone	Beuve de Hamtone, Boeve de Haumtone, Bueve de Hantone
https://libris.kb.se/hftwxv5104p96bk#it			Carsus och Moderus	Ganska ömkelig och märkwärdig historia, om twenne bröder Carsus och Moderus, Ganska ömkelig och tänkwärdig historia, om twenne bröder Carso och Modero
https://libris.kb.se/gdsw27t0369vgpf#it			Catonis disticha	Cato, Catonis disticha, Catonis disticha de moribus ad filium, Dicta Catonis, Dionysii Catonis disticha de moribus ad filium, Disticha Catonis, Disticha de moribus ad filium
https://libris.kb.se/c9prv86w1zpwqzr#it			Chanson de Guillaume	Chancon de Guillelme, Chancun de Willame
https://libris.kb.se/wt7bhk4f1n17vcb#it			Chanson de Roland	Das altfranzösische Rolandslied, Roland
https://libris.kb.se/42gkqscn4lc1hpp#it	https://id.kb.se/language/rus		Chanson de Roland	Pesn o Rolande
https://libris.kb.se/53hlrtdp4d5137m#it	https://id.kb.se/language/fin		Chanson de Roland	Rolandin laulu
https://libris.kb.se/31fjprbm3vfv1h4#it	https://id.kb.se/language/ita		Chanson de Roland	La canzone d'Orlando
https://libris.kb.se/1zcgmp8k1sl46zh#it	https://id.kb.se/language/swe		Chanson de Roland	Rolandssången, Rolandsången, Sången om Roland
https://libris.kb.se/xv8cjl5g4wt1p8c#it	https://id.kb.se/language/eng		Chanson de Roland	Song of Roland
https://libris.kb.se/rp3564f905jdxk1#it			Berättelse om Chariton	Berättelse om Chariton, Om Chariton, Om riddaren Chariton
https://libris.kb.se/ljx0z5n45d9zt88#it			Chronica Poloniae Maioris	Kronika wielkopolska
https://libris.kb.se/wt7bhgcf3sf66w1#it			Chronique de Turpin	La chronique dite de Turpin, Pseudo-Turpin, The Pseudo-Turpin Chronicle
https://libris.kb.se/mkz106p53kr4db6#it			Poema del Cid	Cantar de mio Cid, Mio Cid, Poema de mio Cid, Poema del Cid
https://libris.kb.se/nl0217q603gxhpq#it			El caballero Cifar	Caballero Cifar
https://libris.kb.se/khw041b3251v3fp#it			Clarus saga	Clari fabella, Clári saga
lokalt verk			Codex Calixtinus                                             	Codex Calixtinus                                             
lokalt verk			Codex Calixtinus. Liber 5.	Codex Calixtinus. · Liber 5.] · eng                         
https://libris.kb.se/wt79dnzf05bf4jb#it			Codex Suprasliensis	Kodeks Supraski, Retkov sbornik, Supraslʹskaja rukopisʹ, Suprasulski sbornik
https://libris.kb.se/khwz2s032839lx3#it			Codex Theodosianus	
lokalt verk		LC + NE + Wikipedia: Corpus juris civilis	Corpus juris civilis                                         	Corpus iuris civilis                                         
lokalt verk		LC + NE + Wikipedia: Corpus juris civilis. LC även: Codex (Corpus juris civilis). De här har primär medverkan	Corpus juris civilis                                         	Corpus iuris civilis · justinianus                           
https://libris.kb.se/tr57bqlc23k7pbw#it			Cycle de Guillaume d'Orange	Cycle de Garin de Monglane, Cycle de Guillaume au court nez, Geste de Guillaume d'Orange, Guillaume d'Orange (Chansons de geste), The Cycle of Guillaume d'Orange or Garin de Monglane
https://libris.kb.se/86lnpmxs0qp4n4x#it			Dalalagen	Dahle laghen, Dalelagen, Lex Dalecarliae, Lex Dalekarlica antiqua, Värmlandslagen, Äldre Vestmannalagen, Äldre Västmannalagen
https://libris.kb.se/42gjkldn45zl7m3#it			Danielspelet	Danielis ludus, Ludus Danielis, Play of Daniel, Spelet om Daniel
https://libris.kb.se/tr58fs9c2cj5m43#it			De Homero	De Homero, De vita Homeri, De vita et poesi Homeri, Eis ton bion tou Homērou, On Homer, On the life of Homer, Peri Homērou, Peri tou biou kai tēs poiēseÅs tou Homērou
https://libris.kb.se/64jmr7lq26l9zl3#it		LC:  Sīrat al-Amīrah Dhāt al-Himmah, Variant: Dhū al-Himmah	Demeterhymnen	Demeterhymnen, Den homeriska hymnen till Demeter, Hymn to Demeter, Hymne Á  Déméter, Hymnen till Demeter, Hymnos eis Dēmētra, Hymnus in Cererem
https://libris.kb.se/qn2439s856gpsxh#it			Dhū al-Himmah	Dhāt al-Himma, Dhū l-Himmah, Dū l-Himma, DÌ²āt al-Himma
https://libris.kb.se/c9psx4xw5qm96hs#it			Didache	De tolv apostlarnas lära, Didachä, Didachē tÅn dÅdeka apostolÅn, Doctrina duodecim apostolorum, Doctrine des douze apÁ´tres, Teaching of the Twelve Apostles
https://libris.kb.se/khw059d352h5m54#it		Blir konstigt när det flyttas till instans av verk	Didrik av Bern 	Saga om Kong Didrik af Bern og hans Kæmper
https://libris.kb.se/nl0231n63d3pchf#it			Didrik av Bern 	Didrikskrönikan, Didrikssagan, Konung Thidereks af Bern, och hans kämpars historia, Sagan om Didrik af Bern, Vilkinasagan, Wilkina saga
https://libris.kb.se/sq465cvb5mf47ns#it		LC: Digenis Akritas (Byzantine poem), NE: Digenis Akritas	Digenis Akritas	Digenis Akritas, Digenis Akritis, Digenēs Akritēs
https://libris.kb.se/53hlqzpp4dpf9vg#it			Diognetosbrevet	Ad Diognetum, Ad Diognetum epistola, Brevet till Diognetos, Der Brief an Diognet, Diognetios apologi, Discours Á  Diognète, Epistle to Diognetus, Epistula ad Diognetum, EpÁ®tre Á  Diognète, Lettre Á  Diognète, Pros Diognēton
lokalt verk			Diplomatarium danicum	Diplomatarium danicum.                                       
https://libris.kb.se/qn259jq84csh658#it			Doctor Johan Faust	Doctor Faust
lokalt verk			Domesday book 	Domesday book                                                
lokalt verk			Domesday book 	Domesday book.                                               
https://libris.kb.se/pm1485172sn75lq#it			Dunstanus saga	
lokalt verk			Eckenlied 	Eckenlied                                                    
https://libris.kb.se/zw9cdbnh2b92krb#it			Erikskrönikan	Den äldre krönikan, Gamla krönikan, Äldre krönikan
https://libris.kb.se/0xbfkd0j4d5g8vt#it			Èvangiles des quenouilles	Die Evangelien van der spinrocke, The Gospelles of dystaues
lokalt verk			Facetus	Facetus.                                                     
lokalt verk			Faits des Romains        	Faits des Romains                                            
https://libris.kb.se/86lpw2rs2fm7m8f#it			Falarisbreven	Briefe des Phalaris, Epistles of Phalaris, Epistulae, Le epistole di Falaride, Letters of Phalaris, Phalaridis Agrigentinorum Tyranni Epistolæ, Phalaridis Agrigentinorvm tyranni epistolae, Phalaridis epistolæ, Phalaridos AkragantinÅn tyrannou Epistolai, Phalarisbriefe
https://libris.kb.se/ljx15cq42pn1rc2#it			Faust	Das Faustbuch, Das Puppenspeil vom Doctor Faust, Das Volksbuch vom Doctor Faust, Das alte Faustbuch, Die Geschichte vom Doctor Faust in Reimen, Historia von D. Johann Fausten, Historia von Doctor Johann Fausten, Johannes Faust des Zauberers und SchwartzkÁ¼nstlers Leben, Thaten und Höllenfahrt
https://libris.kb.se/31fhjg3m0l4vbr9#it		Undrar varför vi har Faust (folkbok)?	Faust 	Den beryktade trollkarlen och svartkonstnären Dr. Johan Fausts lefverne, gerningar och helfvetesfärd, Doctor Faust, Historia om D. Johan Fausto, den vjdtberyctede Troldkarl oc Sortkonstner
https://libris.kb.se/khw06m831wt3b8z#it	https://id.kb.se/language/eng		Faust	Damnable life and deserved death of doctor John Faustus, English Faust book, Historia von Doctor Johann Fausten., History of the damnable life and deserved death of Dr. John Faustus, History of the wicked life and horrid death of Dr John Faustus, Surprizing and damnable life, and deserv'd death of Doctor John Faustus
lokalt verk			Fiore di virtù	Fiore di virtù. · eng                                        
https://libris.kb.se/dbqswtlx56rtxt2#it			Floire et Blancheflor	Floire et Blanzeflor
https://libris.kb.se/wt7bhflf153jbwp#it			Floovant	Die Floovant-Sage, La chanson de Floovant
https://libris.kb.se/jgvx1zr20lhx18m#it			Flore und Blancheflur	Florio und Bianceffora, Flos unde Bandelflos, Flos unde Blankeflos, Flos unde Blankflos, Trierer Floyris
lokalt verk			Florent et Octavien      	Florent et Octavien                                          
https://libris.kb.se/khwz20s32hsh985#it			Flores and Blancheflour	Floris and Blauncheflur
https://libris.kb.se/pm1342f70gqm1s6#it			Flores och Blanzeflor	Flores och Blanzaflor
https://libris.kb.se/zw9cgd3h4trvckw#it			Flores och Blanzeflor (versroman)	Floire and Blanceflur (versroman), Floire et Blancheflor (Romance), Flore und Blancheflur (versroman)
https://libris.kb.se/c9prvskw2mtfk8z#it			Flores og Blanseflor	Flores oc Blantzeflor, Flores og Blantseflor
https://libris.kb.se/1zcfjg6k3485rln#it			Flóres saga og Blankiflúr	Flóres saga ok Blankiflúr
https://libris.kb.se/fcrtxndz324pn6z#it			Floriant et Florete	Florent et Florete, Florian et Florette, Le chevalier qui la nef maine, Roman de Elyadus, Roman de Floriant et Florete ou Le chevalier qui la nef maine
https://libris.kb.se/gdsvzwp05m1fnvr#it			Florio e Biancofiore	Fiorio e Biancifiore, Florio e Plaziaflore
https://libris.kb.se/nl0253w60nhrk2q#it			Floris ende Blancefloer	Floris ande Bancefloer, Floris ande Blancefloer, Floris en Blancefleur, Floris ende Balcefleur
https://libris.kb.se/ljx16dp45g5cbrk#it			Folies Tristan	Folie Tristan d'Oxford, Folie Tristan de Berne
https://libris.kb.se/42gjkh4n10xfjvd#it			Fortunatus	Fortunatus med sin penning-pung och önsknings-hatt, Historia om Fortunato, hans pung och önskehatt
https://libris.kb.se/khw05s435dm97db#it			Gammelnorsk homiliebok	Den norske homilieboka, Fornnorska homilieboken, Gamalnorsk homiliebok, Gammel norsk homiliebog, Gammel norsk homiliebok, Norsk hómilíubók
lokalt verk		(LC: Gemma vocabulorum) tror ej samma	Gemma gemmarum	Gemma gemmarum
lokalt verk		LC: Genesis (Old Saxon poem); AC: Altsächsische Genesis	Altsächsische Genesis	Genesis anglosachs. dikt fr. 700-talet                       
lokalt verk		LC: Gesar	Gesar	Ge-sar-sgruṅ · tib · ger                                     
lokalt verk			Gesta Romanorum	Gesta Romanorum. · 1698. · eng                               
lokalt verk			Gesta Romanorum	Gesta Romanorum. · eng                                       
https://libris.kb.se/wt7bhfpf0m407gf#it			Gibbons saga	
https://libris.kb.se/75knt7zr5s4ngd5#it			Gilgamesh	Gilgamesh-eposet, GilgameÅ¡
lokalt verk		tillskriven Jayadeva. 	Gīta-Govinda	  3 Gīta-Govinda                                                 
lokalt verk		AC: Histoire du Saint Graal. Finns uniform titel i Libris: Roman du Saint-Graal med Robert de Boron i Primär medverkan	Graal	Graal
https://libris.kb.se/hftx31c134lpj8c#it			Grágás	Graagaas, Grågås (lagbok), Hin forna lögbók íslendínga sem nefnist grágás
https://libris.kb.se/97mpsqdt323znlh#it			Grindborgs sista ord	Om allt gick redligt till på jorden
lokalt verk			Guang yun                                                  	  3 Guang yun.                                                   
https://libris.kb.se/53hklj5p23d0wvg#it			Gutalagen	Codex iuris Gotlandici, Gothlandz-laghen, Gotlands-lagen, Gotlandslagen, Guta lag, Guta lagh, Guta-Lagh, Gute lag, Gute-lagh, Guterlov, Law of the Gotlanders
https://libris.kb.se/vs6897wd5jb2090#it			Gutasagan	Guta saga, Gutakrönikan, Historia Gotlandiae
lokalt verk			Guy of Warwick                                            	Guy of Warwick                                             
lokalt verk		AC: eng: Guy of Warwick, fre: Gui de Warewic. LC: Guy of Warwick (Romance). Vissa av posterna i Libris har Primär medverkan (webbsök: WUTI:Guy of Warwick): ändra?	Guy of Warwick                                            	Guy of Warwick (Romance)                                     
lokalt verk			Heidelberger Katechismus	Heidelberger Katechismus. · eng                              
lokalt verk			Hero och Leander	Hero and Leander                                            
https://libris.kb.se/tr5786lc04vbp6l#it			Hertig Fredrik av Normandie	Hertig Fredrik, Härtig Fredrik af Normandie
lokalt verk			Histoire de Guillaume le Maréchal    	Histoire de Guillaume le Maréchal. · eng · fro               
https://libris.kb.se/ljx1653406lc6sl#it			Historia Karoli Magni et Rotholandi	Karolellus, Turpini Historia Karoli Magni et Rotholandi
https://libris.kb.se/1zcfgd3k04w2382#it			Historia Trojana	
lokalt verk			Holger Danske	Holger Danske                                                
https://libris.kb.se/ljx15r8437gnjwh#it		Ändra alla hymnerna i Libris. Relation: Homeriska hymnerna	Hymn till Hermes	Der homerische Hermeshymnus, Hermeshymnen, Homeric hymn to Hermes, Homeriska Hermeshymnen, Homeriska hymnen till Hermes, Hymn to Hermes, Hymnus in Mercurium
https://libris.kb.se/42gjj23n5tgjxcr#it			Homeriska hymnerna	De homeriska hymnerna, Homeric hymns, Homerische Hymnen, Homeriska hymnerna, Homerou hymnoi, Hymnes homériques, Hymni Homerici, Hymnoi homērikoi, Inni omerici
https://libris.kb.se/86lpvfzs0bnkw66#it			Homerocentones	Centones Homerici, Centoni omerici, Centons homériques, Homerocentra, Homerokentra
https://libris.kb.se/64jlph7q27q5qxf#it			Huru kan jag vara nöjder	Huru kan jag wara nöjder
https://libris.kb.se/rp36b3q920139kx#it			Hvenske krønike	Die Hvenische Chronik, Hven chronicle, Hvenkrøniken
https://libris.kb.se/64jlkr8q4rjgh0j#it		LC: Ogura hyakunin isshu	Ogura hyakunin isshu	Ogura Hyaku-nin-isshiu
https://libris.kb.se/20dghf4l3gp2m03#it			Hälsingelagen	Codex iuris Helsingici, Helsing lagh, Helsinge laghen, Helsinge-lagen, Helsingelagen, Hälsinge laghen, Lex Helsingiæ
https://libris.kb.se/86lnmtbs0vl6zqk#it			Igorkvädet	Ihorlied, Slovo o polku Igoreve
https://libris.kb.se/b8nrwgjv5l38nq6#it			Ilias Byzantina	L'Iliade Bizantina
lokalt verk		LC:s föredragana titel	Imitatio Christi    	Imitatio Christi. · eng                                      
lokalt verk		LC:s föredragana titel	Imitatio Christi. Urval	Imitatio Christi. · Selections. · eng                        
https://libris.kb.se/sq47dcfb1kkwmb9#it			Islandske annaler indtil 1578	
https://libris.kb.se/hftwzd710s0bp4j#it			Ivan Lejonriddaren	Herr Ivan, Herr Ivan lejonriddaren
https://libris.kb.se/vs6897md3m4n7b8#it			Ivan Løveridder	Herr Ivan, Løveridderen, Hr. Ivan, Løveridderen, Ivan, Løveridderen
https://libris.kb.se/97mqvntt090m5tf#it			Ìvens saga	
lokalt verk			Jourdain de Blaive      	Jourdain de Blaive                                     
lokalt verk		NE: Jyske lov. Variant: Jydske Lov, Jyllandslagen, Jydske Low	Jyske lov	Jydske Low                                                   
https://libris.kb.se/31fjnhrm0vzdzwt#it			Kalevala	Kalewala, Lyhyt Kalevala, Pienois-Kalevala, Taiteilijoiden Kalevala
lokalt verk			Kalevala. Urval	Kalevala. · Urval                                            
lokalt verk			Kalevipoeg	Kalevipoeg. · swe                                            
lokalt verk			Kalevipoeg	Kalevipoeg. · est                                            
lokalt verk		LC	Kalīlah wa-Dimnah	Kalila va-Dimna                                              
https://libris.kb.se/zw9djkdh5lrt7g2#it			Kanteletar	Kanteletara
lokalt verk			Kanteletar. Urval	Kanteletar. · Urval                                          
https://libris.kb.se/42gkqpln0jgwtz8#it			Karel ende Elegast	Carel ende Elegast
https://libris.kb.se/mkz276452wct24d#it			Karl Magnus	
https://libris.kb.se/0xbflkgj4whnnsx#it			Karl Magnus´ krønike	
https://libris.kb.se/vs69gfbd4thn73h#it			Karlmeinet	Aachener Karlsepos, Paderborner Epos
lokalt verk			Kebra nagast	Kebra nagast. · eng                                          
https://libris.kb.se/vs69f3bd33rb38h#it			King Alisaunder	Kyng Alisaunder
https://libris.kb.se/64jlpm7q2n5pm3c#it			King Horn	
https://libris.kb.se/31fjpvxm5q7tmqn#it			Kitāb Bilawhar wa-Būdāsf	Bilawhar wa-Būd̲asf
https://libris.kb.se/xv8ch5dg2jdmqrd#it			Konung Alexander	Kung Alexander
https://libris.kb.se/75kntttr0lrc7sh#it			Konungs skuggsjá	Konge-Speilet, Kongespeilet, Konungs skuggsiá, Konungsskuggsjá, Speculum regale
https://libris.kb.se/86lpvvvs321ttmb#it	https://id.kb.se/language/dan		Konungs skuggsjá	Kongespejlet
https://libris.kb.se/97mqwwwt5k8zjz8#it	https://id.kb.se/language/eng		Konungaspegeln	The King's mirror
https://libris.kb.se/b8nrxxxv2g3hr4j#it	https://id.kb.se/language/swe		Konungaspegeln	Kungaspegeln
https://libris.kb.se/c9pszzzw0mklv26#it	https://id.kb.se/language/ger		Konungaspegeln	Königspiegel
https://libris.kb.se/ljx146j435k9ld5#it			Kronika o Floriovi a Biancefoře	
lokalt verk			Kudrun	Kudrun                                                       
https://libris.kb.se/42gjmk7n5m6rnjn#it			Kämpen Grindborg	Det satt två kämpar en sommarkväll, Det satt två kämpar en sommarqväll
https://libris.kb.se/86lnrbns4n5w1h8#it			Lancelot du Lac	Lancelot del Lac, Lancelot propre
https://libris.kb.se/xv8bf0bg0jxc7ms#it			Lancelot of the Lake	Lancelot of the Laik, Sir Lancelot of the Laik
https://libris.kb.se/vs68cx8d5k0kmtk#it			Lanzelot	Lancelot, Prosa-Lancelot, Prosa-Lanzelot, Prosalancelot
https://libris.kb.se/pm1499j733fzn1z#it			Laurentius saga biskups	
lokalt verk			Lazarillo de Tormes	 12 Lazarillo de Tormes                                          
lokalt verk			Lazarillo de Tormes	  4 Lazarillo de Tormes.                                         
lokalt verk			Lazarillo de Tormes	  3 Lazarillo de Tormes. · eng                                   
https://libris.kb.se/0xbflcqj586jqsk#it			Liber rubeus Bathoniae	Arthur, a short sketch of his life and history, Red book of Bath
https://libris.kb.se/vs69gl1d0w0ftll#it			Libro de Alexandre	El Libro de Alixandre, Poema de Alixandre
https://libris.kb.se/nl024qm647pjn6m#it			Lochamer-Liederbuch	Locheimer Liederbuch
https://libris.kb.se/pm149nj73tk447j#it			Loci communes (600-talet)	Loci communes
https://libris.kb.se/b8nrx5vv1fc0qg4#it			Lucidarius (dansk version)	
https://libris.kb.se/fcrv18zz40dzq0k#it			Lucidarius (tysk version)	
lokalt verk			Mabinogion                                                   	  3 Mabinogion                                                   
https://libris.kb.se/rp36b4h95s0pks3#it			Magnus Erikssons landslag	Codex iuris communis Suecia Magnaeanus, Den äldre landslagen, King Magnus Eriksson's law, Landslag, Landslagen, Magnus Erikssons allmänna landslag
lokalt verk			Magnus Erikssons landslag. Urval                           	  5 Magnus Erikssons landslag. · Urval                           
https://libris.kb.se/sq47c5jb3l7g8qq#it			Magnus Erikssons stadslag	Codex iuris urbici Magnæanus, Lex municipalis regni Sueciæ
https://libris.kb.se/c9prq04w0tcwwsl#it			Magnus liber organi	Magnus liber organi de gradali et antiphonario
https://libris.kb.se/pm135ns75q2fh65#it			Malmö recess (1662)	
lokalt verk		LC: Man'yōshū	Man'yōshū	 18 Manyoshu. · eng                                              
lokalt verk			Marzubān-nāmah	  4 Marzubān-nāmah · per                                         
lokalt verk			Merlin (prosadikt)	  6 Merlin (prosadikt). · eng                                    
https://libris.kb.se/1zcgmm4k5pf9jz1#it			Mírmanns saga	Mírmans saga
https://libris.kb.se/53hlrj3p2db93mm#it			Mort le Roi Artu	Mort Artu, Mort d'Artus, Mort du roi Arthur
https://libris.kb.se/hftx3v81433v5w7#it			Morte Arthur (stans)	Morte Arthur (stanzaic)
https://libris.kb.se/jgvz4w920zxc5qh#it			Morte Arthur (allitteration)	Alliterative Morte Arthure, Morte Arthur (alliterative)
https://libris.kb.se/31fjpp6m0q0z4cq#it			Munkalif	Codex diplomatarius Monasterii Sancti Michaelis
https://libris.kb.se/86lnmtcs09dk8hj#it		i LC Nasreddin Hoca (Anecdotes)	Nasreddin Hoca	Mullā Naṣr al-Dīn, Nasreddin Hodscha, Naṣr ad-Dīn Ç¦uø¥ā, Ç¦uø¥ā
https://libris.kb.se/64jmt7nq07trrfj#it			Navigatio Sancti Brendani	Navigatio Sancti Brendani Abbatis
https://libris.kb.se/sq47f5db5593whm#it	https://id.kb.se/language/swe		Navigatio Sancti Brendani	Sankt Brendans sjöfärd
https://libris.kb.se/ljx17m345rc14k8#it	https://id.kb.se/language/eng		Navigatio Sancti Brendani	Saint Brandan, St. Brandan, The voyage of St Brendan
https://libris.kb.se/rp36dth904mp9w8#it			Nibelungenlied	Die echten lieder von den Nibelungen, Nibelunge Noth, Nibelunge NÁ´t, Nibelunge liet, Nibelungen, Nibelungen Lied, Niebelungen Lied
https://libris.kb.se/75knv9xr27ls0f9#it	https://id.kb.se/language/eng		Nibelungenlied	Song of the Nibelungs
https://libris.kb.se/97mqxc0t348ldcj#it	https://id.kb.se/language/fre		Nibelungenlied	La chanson des Nibelungen
https://libris.kb.se/zw9dl1nh3bgltbw#it	https://id.kb.se/language/swe		Nibelungenlied	Nibelungensagan, Nibelungensången, Niebelungensagan, Sagan om Nibelungarna
lokalt verk			Nibelungenlied. Urval	  4 Nibelungenlied. · Urval                                      
https://libris.kb.se/gdsvt1l01l078jd#it		i LC https://authorities.loc.gov/cgi-bin/Pwebrecon.cgi?AuthRecID=2416323&v1=1&HC=1&SEQ=20221020091505&PID=mwblzXgPUc1ZIFfh7D52e5zGIHWOJ	Novgorodskaja Pervaja letopisʹ	Första Novgorodkrönikan, Novgorodkrönikan, Novgorodskaja letopisʹ
https://libris.kb.se/b8nqtnpv53g1qf1#it			Och jungfrun gick till källan	Och jungfrun gick te' killan, Och jungfrun gick åt killan
lokalt verk			Palmerín de Oliva	  3 Palmerin de Oliva (Romance). · eng                           
